# Reciprocal lattice vectors (tpiba units)
               b(1) = (  1.000000  0.577350 -0.000000 )  
               b(2) = (  0.000000  1.154701  0.000000 )  
               b(3) = (  0.000000 -0.000000  0.166667 )  


# 72x72x1 set
        k(  346) = (   0.1666667   0.3367877   0.0000000), wk =   0.0046296
        k(  347) = (   0.1666667   0.3528252   0.0000000), wk =   0.0046296
        k(  348) = (   0.1666667   0.3688627   0.0000000), wk =   0.0046296
        k(  349) = (   0.1666667   0.3849002   0.0000000), wk =   0.0046296
        k(  350) = (   0.1666667   0.4009377   0.0000000), wk =   0.0046296
        k(  351) = (   0.1666667   0.4169752   0.0000000), wk =   0.0046296
        k(  352) = (   0.1666667   0.4330127   0.0000000), wk =   0.0046296
        k(  353) = (   0.1666667   0.4490502   0.0000000), wk =   0.0046296
        k(  354) = (   0.1666667   0.4650877   0.0000000), wk =   0.0046296
        k(  355) = (   0.1666667   0.4811252   0.0000000), wk =   0.0046296
        k(  356) = (   0.1666667   0.4971627   0.0000000), wk =   0.0046296
        k(  357) = (   0.1666667   0.5132002   0.0000000), wk =   0.0046296
        k(  358) = (   0.1666667   0.5292377   0.0000000), wk =   0.0046296
        k(  359) = (   0.1666667   0.5452753   0.0000000), wk =   0.0046296
        k(  360) = (   0.1666667   0.5613128   0.0000000), wk =   0.0046296
        k(  361) = (   0.1666667   0.5773503   0.0000000), wk =   0.0023148
        k(  362) = (   0.1805556   0.3127314   0.0000000), wk =   0.0023148
        k(  363) = (   0.1805556   0.3287689   0.0000000), wk =   0.0046296
