    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
  124      7.2487      0.0000      0.3452      0.7316       4      1.8862
  125      5.3944      5.3944      7.7679      0.0781      23      0.1029
  126      5.3944      5.3944      0.0000      0.0771       5      0.0001
  127      5.3944     10.7888      0.0000      0.0771       6      0.0001
  128      5.3944     10.7888      7.7679      0.0781      24      0.1029
  129      6.2373      2.6972     11.5656      0.8020      31      1.8608
  130      6.2373     13.4860     11.5656      0.8020      33      1.8608
  131      8.0916      0.8429     11.5656      0.6905      31      1.8452
  132      8.0916     11.9688     10.7025      0.4833      33      1.8394
  133      8.0916     15.3403     11.5656      0.7522      33      1.8452
  134      7.2487      0.0000      8.1132      0.6923      22      1.8920
  135      8.0916      4.2144     10.7025      0.4833      31      1.8394
  136      8.0916     15.3403      3.2798      0.4242      15      1.9298
  137      8.0916      1.0114      2.9346      0.3016      13      1.9016
  138      6.5744      2.8658      5.0060      0.3234      13      1.9365
  139      6.4059      2.6972      2.9346      0.4243      13      1.9016
  140      6.4059      2.6972      4.6608      0.0312      13      1.8863
  141      8.0916      4.3830      2.9346      0.5257      13      1.9016
  142      7.2487      5.3944      0.3452      0.7102       5      1.8862
  143      6.4059      8.0916      2.9346      0.7603      14      1.9016
  144      7.2487     10.7888      0.3452      0.7102       6      1.8862
  145      8.0916     11.8003      2.9346      0.5257      15      1.9016
  146      6.5744     13.3174      5.0060      0.3234      15      1.9365
  147      6.4059     13.4860      2.9346      0.4243      15      1.9016
  148      6.4059     13.4860      4.6608      0.0312      15      1.8863
  149      8.0916     15.1717      2.9346      0.3016      15      1.9015
  150      8.0916      0.8429      3.2798      0.3748      13      1.9299
  151      8.0916      6.4059      2.9346      0.7156      14      1.9016
  152      7.0801      6.9116      9.6668      0.2901      32      2.1066
  153      8.0916      9.7774      2.9346      0.7156      14      1.9015
  154      7.0801      9.2716      9.6668      0.2901      32      2.1066
  155      8.0916      4.3830      4.6608      0.1472      13      1.8863
  156      8.0916     11.8003      4.6608      0.1472      15      1.8863
  157      8.0916      2.6972      3.7977      0.0798      13      0.0168
  158      8.0916      2.6972     11.7382      0.0738      31      0.0244
  159      8.0916      8.0916      3.7977      0.0796      14      0.0168
  160      8.0916      8.0916     11.0477      0.0887      32      0.0411
  161      8.0916     13.4860      3.7977      0.0798      15      0.0168
  162      8.0916     13.4860     11.7382      0.0738      33      0.0244
  163      8.9345      0.0000      0.3452      0.6726       7      1.8862
  164      8.9345      0.0000      8.1132      0.6404      25      1.8920
  165     10.7888      1.8543      7.7679      0.8063      25      1.8549
  166      9.6088      2.8658      5.0060      0.3234      13      1.9365
  167     10.7888      1.8543      0.3452      0.6847       7      1.8861
  168      9.7774      2.6972      2.9346      0.4243      13      1.9015
  169      9.9459      2.6972     11.5656      0.8002      31      1.8607
  170     10.7888      3.5401      0.3452      0.7956       8      1.8862
  171     10.7888      3.5401      7.0775      0.6247      26      1.9099
  172     10.7888      3.3715      7.4227      0.4175      26      1.9961
  173      9.7774      6.4059      8.9763      0.9277      26      1.9734
  174      8.9345      5.3944      0.3452      0.6909       8      1.8862
  175      9.1030      6.9116      9.6668      0.2074      32      2.1066
  176      9.7774      8.0916      2.9346      0.6751      14      1.9015
  177      9.2716      7.0801      9.6668      0.2901      32      2.1066
  178     10.7888      7.2487      0.3452      0.7102       8      1.8862
  179      8.9345     10.7888      0.3452      0.6909       9      1.8862
  180      9.7774      9.7774      8.9763      0.9277      27      1.9734
  181      9.1030      9.2716      9.6668      0.2074      32      2.1066
  182     10.7888     12.6431      7.0775      0.6247      27      1.9098
  183      9.6088     13.3174      5.0060      0.3234      15      1.9365
  184      9.9459     13.4860     11.5656      0.8002      33      1.8607
  185     10.7888     12.6431      0.3452      0.7956       9      1.8862
  186     10.7888     12.8117      7.4227      0.4175      27      1.9961
  187      9.7774     13.4860      2.9346      0.4243      15      1.9015
  188     10.7888     14.3289      7.7679      0.8063      25      1.8550
  189     10.7888     14.3289      0.3452      0.6847       7      1.8862
  190     10.7888      8.9345      0.3452      0.6515       9      1.8862
  191      9.2716      9.1030      9.6668      0.1671      32      2.1066
  192     12.6431      5.3944      7.0775      0.5818      26      1.9098
  193     12.6431     10.7888      7.0775      0.5818      27      1.9098
  194      9.7774      2.6972      4.6608      0.0312      13      1.8863
  195      9.7774     13.4860      4.6608      0.0312      15      1.8863
  196     11.6317      2.6972     11.5656      0.7261      34      1.8490
  197     11.6317     13.4860     11.5656      0.7261      36      1.8490
  198     10.7888      0.0000      0.0000      0.0771       7      0.0001
  199     10.7888      0.0000      7.7679      0.0779      25      0.0490
  200     10.7888      5.3944      0.0000      0.0771       8      0.0001
  201     10.7888      5.3944      7.7679      0.0781      26      0.1029
  202     10.7888     10.7888      0.0000      0.0771       9      0.0001
  203     10.7888     10.7888      7.7679      0.0781      27      0.1029
  204     13.4860     15.3403     11.3930      0.7650      36      1.8764
  205     12.6431      0.0000      0.3452      0.7936       7      1.8862
